User,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
187,Evelynn Diaz,84,71,1935,9,Female,136 Hillside Avenue,,Walnut Creek,CA,94598,37.91,-122.01,42234.00,79870.00,4031.00,609,2
188,Hayden Myers,70,59,1949,12,Female,669 South Street,,Barnstable,MA,2630,41.7,-70.3,26762.00,41902.00,29713.00,633,5
189,Laura Cook,24,61,1995,8,Female,66992 Second Street,,Las Vegas,NV,89131,36.3,-115.24,31374.00,63969.00,128412.00,626,1
190,Khalil Morgan,47,68,1972,7,Male,208 Park Avenue,,Lyndonville,VT,5851,44.53,-72,16976.00,34606.00,23909.00,680,5
191,Moshe Gutierrez,32,60,1987,11,Male,335 Main Street,,Atlanta,GA,30310,33.72,-84.42,13059.00,26631.00,33950.00,805,1
192,Pratik Thomas,39,64,1980,11,Male,532 12th Drive,3,Palm Bay,FL,32907,27.98,-80.66,17645.00,35978.00,49366.00,643,3
193,Myles Robinson,64,69,1955,10,Male,1350 Lake Drive,5415,Van Alstyne,TX,75495,33.41,-96.57,24402.00,49756.00,89743.00,618,4
194,Martin Reed,37,71,1982,6,Male,691 First Lane,2,Nashville,TN,37221,36.17,-86.78,29868.00,60897.00,85771.00,850,3
195,Elora Schmidt,58,65,1961,3,Female,511 Grant Avenue,266,Dawsonville,GA,30534,34.42,-84.11,20581.00,41963.00,53857.00,741,1
196,Violet Robinson,37,60,1982,7,Female,3510 Mountain View Street,,Minneapolis,MN,55432,44.96,-93.26,22059.00,44976.00,134335.00,684,1
197,Phoenix Long,27,69,1992,9,Male,9264 Lake Avenue,,Grand Prairie,TX,75052,32.69,-97.01,22922.00,46733.00,34333.00,692,2
198,Sue Powell,26,60,1993,4,Female,596 Mountain View Lane,,Centerville,MA,2632,41.66,-70.34,23129.00,47160.00,64193.00,578,1
199,Tatum Reyes,23,65,1996,7,Male,374 East Lane,9032,West Lafayette,IN,47906,40.44,-86.91,24737.00,50433.00,97029.00,838,3
200,Brennan Diaz,20,63,1999,8,Male,51 George Avenue,,Federal Way,WA,98023,47.3,-122.37,25363.00,51713.00,86165.00,809,1
201,Emanuel Rivera,45,65,1974,8,Male,3916 Tenth Boulevard,9,Fort Worth,TX,76106,32.75,-97.33,11876.00,24215.00,28552.00,707,6
202,Gianni Kelly,49,59,1970,9,Male,813 Fifth Boulevard,,Caledonia,OH,43314,40.63,-82.96,18293.00,37298.00,52134.00,683,1
203,Kane Harris,25,67,1994,12,Male,8931 Norfolk Drive,,Mesa,AZ,85203,33.44,-111.8,19844.00,40457.00,68826.00,739,1
204,Willie Nguyen,58,72,1961,6,Male,8996 Third Street,,Arlington,MA,2476,42.41,-71.16,40694.00,82974.00,181429.00,503,2
205,Evalyn Rogers,46,68,1973,7,Female,33 Tenth Street,,Huntington Station,NY,11746,40.84,-73.4,34873.00,71103.00,136853.00,721,4
206,Jaycee James,43,75,1976,5,Female,5528 Lake Lane,,Muse,PA,15350,40.32,-80.21,14320.00,29194.00,10895.00,703,2
207,Killian Thompson,52,67,1967,10,Male,8824 Hillside Avenue,,Hendersonville,NC,28739,35.32,-82.46,16410.00,33465.00,98713.00,669,3
208,Alayna Carter,20,71,1999,6,Female,69 Norfolk Avenue,,Warren,OH,44483,41.23,-80.81,15361.00,31314.00,40331.00,721,4
209,Maximilian Kelly,36,68,1983,7,Male,57 Pine Boulevard,,Tulsa,OK,74110,36.12,-95.91,11633.00,23718.00,1386.00,712,2
210,Cecilia Thompson,46,66,1973,6,Female,9528 Hill Street,861,Arnold,MD,21012,39.04,-76.49,35645.00,72670.00,28915.00,718,3
211,Harley Wright,24,67,1995,4,Female,8251 Park Lane,,Dublin,OH,43016,40.11,-83.13,38243.00,77972.00,6128.00,686,3
212,Jamie Merkel,38,66,1981,10,Female,177 Maple Boulevard,,Van Buren,AR,72956,35.44,-94.35,17093.00,34854.00,40722.00,746,5
213,Lauren Parker,25,69,1994,12,Female,299 Oak Boulevard,,Mcminnville,OR,97128,45.19,-123.24,18098.00,36902.00,60538.00,711,1
214,Eva Roman,28,59,1991,12,Female,7087 Plum Street,,Saint Petersburg,FL,33706,27.75,-82.64,26476.00,53984.00,76118.00,701,1
215,Koa Barnes,80,69,1939,3,Male,614 Spruce Avenue,,Whitehouse Station,NJ,8889,40.6,-74.76,46827.00,104692.00,6955.00,704,2
216,Raven Hall,24,66,1995,5,Female,625 Washington Lane,,Kirkland,WA,98033,47.67,-122.18,49629.00,101191.00,290730.00,659,1
217,Roberto Peres,38,66,1981,10,Male,311 Fifth Drive,,Ann Arbor,MI,48103,42.27,-83.73,34119.00,69566.00,50003.00,791,4
218,London Reyes,21,71,1998,4,Male,966 Sussex Boulevard,,Villa Park,IL,60181,41.88,-87.97,24223.00,49382.00,43126.00,762,1
219,Julianna Clark,41,65,1979,1,Female,9059 Eighth Avenue,,Bakersville,NC,28705,36.01,-82.15,14093.00,28733.00,0.00,702,3
220,Makai Ward,87,72,1932,8,Male,4713 First Boulevard,,Columbia City,IN,46725,41.15,-85.48,19914.00,30349.00,2985.00,686,4
221,Jayden Diaz,31,68,1988,3,Male,4165 Valley Avenue,,Glen Carbon,IL,62034,38.76,-89.97,28710.00,58538.00,93153.00,610,1
222,Hazel Collins,32,66,1987,8,Female,38 Catherine Boulevard,5,Saint Petersburg,FL,33705,27.75,-82.64,18100.00,36901.00,23293.00,695,4
223,Deacon Bell,70,65,1950,1,Male,3485 Federal Avenue,,Cochranville,PA,19330,39.87,-75.92,24725.00,49531.00,6707.00,737,6
224,Rafael Cruz,68,66,1951,8,Male,198 Main Boulevard,46,Chicago,IL,60653,41.83,-87.68,20649.00,35370.00,14777.00,562,1
225,Ruby Farhad,45,62,1975,1,Female,891 Fourth Avenue,,Wooster,OH,44691,40.81,-81.93,18962.00,38666.00,116783.00,822,1
226,Jewel Baker,24,70,1995,12,Female,8094 Catherine Lane,,Lowell,MA,1851,42.63,-71.32,20458.00,41714.00,54541.00,687,3
227,Jason Moore,32,66,1987,8,Male,41 Plum Boulevard,8942,Lottsburg,VA,22511,37.96,-76.51,12018.00,24505.00,52405.00,759,1
228,Pierce Cooper,43,65,1977,1,Male,2974 Grant Avenue,49,Valley Stream,NY,11580,40.66,-73.7,27778.00,56640.00,104134.00,672,4
229,Lucinda Nelson,53,67,1966,10,Female,456 Lincoln Boulevard,77,Orchard Park,NY,14127,42.76,-78.74,30202.00,61578.00,85383.00,602,2
230,Fiona Gomez,53,66,1966,11,Female,1959 Forest Street,,Rockford,IL,61107,42.27,-89.06,24589.00,50139.00,109623.00,767,3
231,Mohamed Parker,21,68,1998,12,Male,74 Hill Avenue,9,Minneapolis,KS,67467,39.12,-97.7,16990.00,34646.00,54205.00,759,1
232,Jaylen Merkel,22,65,1998,1,Male,5274 Martin Luther King Lane,,Fort Worth,TX,76164,32.75,-97.33,12274.00,25024.00,29227.00,691,2
233,Sydney Fox,41,68,1979,1,Female,136 South Street,,Chicago,IL,60619,41.83,-87.68,16114.00,32856.00,26535.00,703,3
234,Sally Mitchell,41,66,1978,10,Female,560 Summit Street,,Hillsboro,IL,62049,39.16,-89.48,17696.00,36080.00,80443.00,839,3
235,Marissa Miller,32,68,1987,11,Female,593 Washington Drive,,Garland,TX,75042,32.91,-96.62,14535.00,29637.00,56446.00,569,3
236,Clark Braun,56,65,1964,2,Male,281 Martin Luther King Avenue,,Wewoka,OK,74884,35.14,-96.49,14004.00,28553.00,94214.00,747,3
237,Sullivan Brown,18,65,2001,9,Male,1335 Norfolk Drive,8,East Falmouth,MA,2536,41.56,-70.55,21335.00,43499.00,108468.00,701,4
238,Aubree Howard,35,57,1984,6,Female,47428 First Boulevard,,Solon,IA,52333,41.8,-91.49,29059.00,59248.00,173887.00,725,5
239,Nixon Abe,44,65,1975,6,Male,6995 North Drive,92,Indianapolis,IN,46236,39.77,-86.14,32865.00,67008.00,81402.00,778,8
240,Ophelia Martin,31,68,1988,10,Female,5857 12th Avenue,,Sherman Oaks,CA,91403,34.14,-118.46,51976.00,105963.00,106266.00,684,4
241,Amos Cox,30,66,1989,4,Male,4096 Sussex Avenue,,Montgomery,AL,36117,32.35,-86.28,27653.00,56383.00,130152.00,800,4
242,Xander Abe,38,78,1981,8,Male,2867 Federal Drive,,Campbell,TX,75422,33.14,-95.95,18934.00,38609.00,27463.00,740,3
243,Jase Wilson,48,66,1971,9,Male,96 11th Street,,Pensacola,FL,32507,30.44,-87.18,17987.00,36671.00,39882.00,850,3
244,Antonio Evans,28,65,1991,10,Male,654 Elm Drive,,Atlanta,GA,30331,33.71,-84.53,19550.00,39860.00,112825.00,728,1
245,Abril Labelle,18,63,2002,2,Female,345 George Avenue,922,Waynesboro,VA,22980,38.06,-78.9,18531.00,37785.00,58187.00,748,1
246,Terrence Long,50,68,1969,6,Male,35 Hillside Drive,,Chicago,IL,60657,41.83,-87.68,0.00,2466.00,5521.00,711,2
247,Addisyn Sanders,68,60,1951,8,Female,318 Spruce Boulevard,,Lynn,MA,1902,42.47,-70.96,18682.00,27358.00,13557.00,665,2
248,Annalee Wood,26,65,1994,1,Female,118 12th Avenue,,Powder Springs,GA,30127,33.86,-84.68,25025.00,51024.00,181184.00,602,1
249,Joslyn Torres,40,64,1979,5,Female,1752 Martin Luther King Avenue,,Oklahoma City,OK,73151,35.46,-97.51,49868.00,101679.00,307856.00,592,1
250,Leighton Sullivan,20,71,1999,6,Male,982 Plum Boulevard,7078,Lynwood,CA,90262,33.92,-118.2,13632.00,27801.00,0.00,754,1
251,Ansley Miller,61,69,1958,11,Female,49 Bayview Lane,,Las Vegas,NV,89122,36.1,-115.02,18897.00,38536.00,72299.00,705,1
252,Angie Cox,43,70,1976,5,Female,5194 Grant Street,6,Greenville,SC,29607,34.83,-82.37,24314.00,49577.00,142314.00,694,3
253,Matteo Moore,24,71,1995,11,Male,9713 Fourth Lane,,Fresno,CA,93710,36.81,-119.75,17985.00,36672.00,49660.00,739,2
254,Maddux Miller,43,70,1976,11,Male,857 Jefferson Avenue,,New Braunfels,TX,78130,29.7,-98.11,19325.00,39404.00,71859.00,723,5
255,Paola Braun,61,60,1958,5,Female,1861 Fourth Boulevard,,Badger,IA,50516,42.61,-94.14,18849.00,18452.00,16827.00,741,6
256,Elaina Kelly,39,69,1980,9,Female,7549 Fourth Lane,,Lombard,IL,60148,41.87,-88.01,27741.00,56562.00,111495.00,712,4
257,Briana Nelson,90,74,1929,11,Female,495 Ocean View Lane,,Santa Barbara,CA,93103,34.43,-119.68,25249.00,48580.00,1785.00,687,7
258,Harper Kelley,41,67,1978,4,Female,6946 Park Drive,2,Hinsdale,NH,3451,42.78,-72.48,20338.00,41469.00,119423.00,659,1
259,Abril Labelle,52,61,1967,6,Female,4222 Ocean View Drive,,Fort Knox,KY,40121,37.89,-85.96,15879.00,32378.00,65919.00,588,4
260,Edison Nguyen,57,67,1963,1,Male,46 South Street,,Reidsville,NC,27320,36.34,-79.67,16888.00,34437.00,0.00,681,4
261,Emerald Campbell,83,68,1936,11,Female,2780 Martin Luther King Drive,,Marshall,MN,56258,44.45,-95.78,20697.00,33897.00,533.00,705,4
262,Jaxon Cook,38,64,1981,5,Male,215 Ocean View Drive,,Olympia,WA,98516,47.11,-122.76,24044.00,49023.00,66148.00,583,5
263,Anne Roman,24,65,1995,12,Female,84 Second Lane,971,Chicago,IL,60641,41.83,-87.68,18937.00,38609.00,39867.00,798,3
264,Spencer Morgan,18,68,2001,11,Female,1987 Hillside Lane,,Corinth,VT,5039,44.02,-72.23,15062.00,30712.00,38054.00,723,2
265,Prince Masvidal,22,68,1997,7,Male,71 Madison Street,99,El Paso,TX,79938,31.84,-106.43,16011.00,32645.00,59851.00,790,3
266,Lizbeth Jenkins,81,65,1938,10,Female,9574 Ocean Drive,,Edmonds,WA,98026,47.83,-122.32,28248.00,31912.00,2182.00,630,4
267,Carson Masvidal,30,67,1990,1,Male,649 Sussex Street,,Watertown,NY,13601,43.97,-75.91,18401.00,37521.00,65701.00,775,2
268,Briar Merkel,62,70,1957,8,Female,102 Seventh Avenue,,Jessup,MD,20794,39.14,-76.77,28673.00,58463.00,141151.00,737,4
269,Magdalena Farhad,36,68,1983,3,Female,28 Second Boulevard,6239,Lordsburg,NM,88045,32.34,-108.7,15407.00,31414.00,42233.00,719,4
270,Jazlyn Anwar,32,63,1987,12,Female,2017 Ninth Drive,,Brooktondale,NY,14817,42.38,-76.39,20159.00,41106.00,106963.00,762,3
271,Cassandra Macron,53,67,1967,1,Female,595 Valley Stream Drive,,Cedar Rapids,IA,52405,41.97,-91.66,22502.00,45876.00,58252.00,790,7
272,Astrid Ortiz,37,67,1982,10,Female,3748 Mountain View Drive,,Roseville,CA,95747,38.78,-121.37,28760.00,58637.00,87340.00,803,6
273,Matthew Martin,35,63,1984,10,Male,626 Federal Drive,,Little Rock,AR,72207,34.72,-92.35,47364.00,96574.00,265319.00,590,3
274,Rex Long,18,67,2002,2,Male,701 Pine Drive,,Jersey City,NJ,7306,40.71,-74.06,21642.00,44128.00,142368.00,687,3
275,Bridget Schmidt,77,72,1942,8,Female,9 Plum Boulevard,,Colorado Springs,CO,80918,38.86,-104.76,22185.00,31942.00,11845.00,713,6
276,Blaise Gomez,27,66,1992,6,Male,1039 Bayview Drive,185,Sterling,VA,20164,39,-77.4,28410.00,57927.00,87736.00,557,1
277,Miller Wright,20,66,1999,6,Male,11162 Oak Drive,,Des Moines,IA,50310,41.57,-93.61,22425.00,45725.00,102164.00,688,4
278,Raiden Reed,39,65,1980,12,Male,4784 Park Boulevard,,Belgrade,ME,4917,44.44,-69.83,21647.00,44134.00,0.00,792,4
279,Jefferson Perez,19,66,2001,2,Male,751 Birch Avenue,,San Diego,CA,92169,32.79,-117.25,27748.00,56579.00,79726.00,705,2
280,Dominique Evans,37,63,1983,2,Male,372 12th Boulevard,,Asheville,NC,28804,35.57,-82.54,22983.00,46864.00,58954.00,751,4
281,Alyson Lewis,44,67,1975,9,Female,60 Little Creek Avenue,57,Las Vegas,NV,89145,36.16,-115.28,27761.00,56605.00,87970.00,624,3
282,Maddison Abe,31,66,1988,4,Female,5190 Grant Street,10,San Jose,CA,95121,37.3,-121.8,25115.00,51209.00,76900.00,765,1
283,Oakley Gray,51,69,1968,4,Male,310 Birch Avenue,76,Pompano Beach,FL,33076,26.23,-80.13,37424.00,76305.00,112785.00,692,3
284,Bowen Perry,18,61,2001,3,Male,644 Birch Avenue,11,Canonsburg,PA,15317,40.26,-80.18,30076.00,61325.00,83899.00,652,1
285,Preston Davis,42,69,1977,3,Male,188 Washington Avenue,,San Fernando,CA,91340,34.28,-118.44,15583.00,31772.00,17286.00,734,4
286,Felicity Nelson,61,67,1958,10,Female,72 Second Street,7,West Linn,OR,97068,45.34,-122.66,35992.00,73383.00,155191.00,760,2
287,Jakob Roberts,55,66,1964,4,Male,3999 West Lane,,Leicester,MA,1524,42.25,-71.9,26137.00,53287.00,51026.00,816,4
288,Melina Hall,88,67,1931,4,Female,95 Sixth Avenue,,Millington,TN,38053,35.33,-89.88,19115.00,19225.00,1644.00,809,8
289,Renata Burns,62,65,1957,11,Female,58 Federal Lane,,Rocky River,OH,44116,41.47,-81.85,29692.00,60541.00,160456.00,716,3
290,Tori Turner,44,61,1975,12,Female,25 Hill Drive,,Battle Creek,MI,49015,42.29,-85.22,21639.00,44124.00,107162.00,850,1
291,Pearl Rivera,88,65,1932,1,Female,2947 Lake Lane,,Waterford,MI,48329,42.66,-83.38,24578.00,36764.00,839.00,712,8
292,Lochlan Morris,47,63,1972,9,Male,857 Catherine Avenue,,Boaz,AL,35957,34.2,-86.15,14516.00,29597.00,44388.00,513,4
293,Patricia Farhad,37,66,1983,1,Female,33 Mill Street,2,Cincinnati,OH,45224,39.09,-84.51,18959.00,38656.00,47523.00,584,1
294,Thiago Hughes,45,64,1974,10,Male,41307 Main Lane,,Albuquerque,NM,87121,35.11,-106.62,15385.00,31373.00,58481.00,637,2
295,Emery Scott,22,68,1997,4,Female,751 Fifth Street,10,Sunbury,PA,17801,40.86,-76.78,16519.00,33681.00,78326.00,697,2
296,Colson Ajami,39,64,1980,10,Male,6889 Summit Lane,,Cayucos,CA,93430,35.48,-120.92,18740.00,38211.00,84427.00,665,2
297,Autumn Gonzalez,40,62,1979,7,Female,8100 Hill Avenue,10,Quincy,FL,32353,30.58,-84.58,13144.00,26802.00,43444.00,638,2
298,Amiya Mitchell,58,65,1962,1,Female,645 Hillside Lane,3,Roan Mountain,TN,37687,36.18,-82.07,12427.00,25334.00,182.00,696,3
299,Israel Stewart,34,67,1985,3,Male,4591 Third Drive,,Pittsburgh,PA,15203,40.43,-79.97,30361.00,61904.00,125358.00,639,3
300,Melina Cook,101,68,1918,5,Female,887 Third Boulevard,,Seligman,AZ,86337,35.13,-112.99,13086.00,15348.00,1396.00,761,4
301,Catherine Roman,44,66,1975,11,Female,33 Pine Lane,985,Cookeville,TN,38501,36.15,-85.5,15955.00,32527.00,74331.00,705,3
302,Enoch Young,51,63,1969,2,Male,1246 11th Boulevard,,Fort Lauderdale,FL,33318,26.14,-80.13,21661.00,44170.00,90049.00,661,7
303,Remi Fisher,28,64,1991,6,Female,233 Oak Drive,8,Gresham,OR,97080,45.47,-122.37,22599.00,46077.00,101450.00,686,1
304,Lyric Roman,58,66,1961,3,Male,4988 Ocean View Lane,,Fort Polk,LA,71459,31.13,-93.27,11324.00,23092.00,20545.00,752,4
305,Beau Jones,19,69,2000,11,Male,74 Birch Avenue,,Iliff,CO,80736,40.75,-103.06,15064.00,30710.00,30956.00,680,2
306,Briella Kelly,22,62,1997,11,Female,415 Madison Boulevard,,Mounds,OK,74047,35.87,-96.05,19856.00,40491.00,81879.00,691,2
307,Rodrigo Braun,44,62,1975,5,Male,6308 Maple Avenue,,West Sacramento,CA,95691,38.66,-121.62,25234.00,51454.00,151162.00,698,4
308,Jazlynn Watson,47,63,1973,1,Female,430 Sixth Avenue,,Ardsley,NY,10502,41.01,-73.84,46169.00,94133.00,189899.00,603,1
309,Ibrahim Turner,58,72,1961,8,Male,860 Seventh Avenue,,Fort Walton Beach,FL,32547,30.42,-86.61,18005.00,36710.00,116794.00,786,5
310,Noel Davis,62,70,1957,8,Male,313 Martin Luther King Boulevard,,Somerville,AL,35670,34.47,-86.8,18533.00,37785.00,81500.00,745,3
311,Poppy Johnson,58,66,1961,6,Female,2200 Third Drive,,Oak Harbor,WA,98278,48.28,-122.62,16537.00,33717.00,58236.00,698,6
312,Kyree Evans,50,64,1970,2,Male,5154 Sixth Avenue,,Stockton,CA,95210,38.02,-121.3,14709.00,29994.00,100834.00,769,1
313,Raylee Fernandez,42,63,1977,6,Female,53789 Bayview Street,,Fort Lauderdale,FL,33313,26.14,-80.13,14430.00,29422.00,58679.00,598,1
314,Emmett Baker,40,67,1980,1,Male,42 Martin Luther King Drive,86,Saint Thomas,PA,17252,39.92,-77.8,17405.00,35489.00,91995.00,724,5
315,Destiny Reyes,28,65,1992,1,Female,769 Madison Drive,,Tucson,AZ,85756,32.07,-110.92,16238.00,33106.00,108695.00,763,2
316,Isabelle Howard,26,65,1994,2,Female,3716 North Boulevard,,Yorkville,IL,60560,41.64,-88.44,29281.00,59699.00,71110.00,688,1
317,Lionel Labelle,58,70,1961,7,Male,610 Oak Street,,Portland,OR,97212,45.54,-122.64,33737.00,68787.00,171854.00,527,1
318,Leona Jackson,65,67,1954,11,Female,727 Eighth Lane,,Plymouth,MI,48170,42.37,-83.46,33031.00,67344.00,7049.00,804,4
319,Holland Howard,68,64,1952,1,Female,651 Fourth Avenue,,San Francisco,CA,94131,37.74,-122.44,51692.00,88432.00,63075.00,694,6
320,Frankie Powell,36,68,1983,7,Male,895 Lexington Lane,,Woodway,TX,76712,31.49,-97.23,26061.00,53138.00,153374.00,606,4
321,Charli Nelson,88,65,1931,4,Female,9192 Birch Lane,6,Fargo,ND,58103,46.87,-96.81,22214.00,38523.00,49.00,751,5
322,Jesus Mitchell,76,63,1944,2,Male,3031 Essex Street,498,Odessa,FL,33556,28.2,-82.59,34909.00,26660.00,28332.00,721,4
323,Gloria Smith,53,67,1966,10,Female,709 River Lane,,Huntingdon Valley,PA,19006,40.13,-75.06,34043.00,69412.00,177225.00,620,1
324,Harvey Smith,26,67,1993,5,Male,91 Lake Street,,New Orleans,LA,70130,30.06,-89.93,32314.00,65888.00,162364.00,803,2
325,Alexander Taylor,37,63,1983,1,Male,5320 Mountain View Street,,Los Angeles,CA,90044,33.95,-118.29,12362.00,25205.00,65179.00,688,1
326,Maia Anderson,38,65,1981,4,Female,17 Tenth Avenue,,Tonawanda,NY,14150,43,-78.87,19433.00,39627.00,47793.00,718,4
327,Raelynn Nelson,42,66,1978,1,Female,12150 Mill Boulevard,,Jackson,MS,39282,32.32,-90.2,13717.00,27967.00,50159.00,690,2
328,Allie Gray,50,68,1969,11,Female,373 Sussex Drive,,Florien,LA,71429,31.44,-93.45,18709.00,38142.00,0.00,768,4
329,Madalyn Rivera,36,67,1984,2,Female,28 Lexington Drive,,Kent,WA,98042,47.36,-122.1,28919.00,58964.00,71890.00,619,1
330,Greysen Foster,74,66,1945,11,Male,41 Rose Lane,38,West Newton,MA,2465,42.35,-71.22,56720.00,58378.00,73124.00,652,1
331,Makai Lopez,53,68,1966,8,Male,815 Hillside Drive,,Houston,TX,77064,29.76,-95.38,26420.00,53872.00,64269.00,691,5
332,Vada Fernandez,75,59,1944,6,Female,7854 Plum Avenue,2,Farmington,MN,55024,44.65,-93.17,28429.00,41513.00,15899.00,748,3
333,Ava Jones,49,69,1970,7,Female,704 East Drive,,Lake Charles,LA,70605,30.21,-93.2,26772.00,54587.00,69070.00,761,6
334,Augustine Schmidt,22,62,1997,6,Male,9261 Little Creek Lane,,Vermilion,OH,44089,41.41,-82.31,20400.00,41595.00,54451.00,675,1
335,Jaxxon Allen,44,64,1975,4,Male,936 Mill Street,38,Memphis,NY,13112,43.08,-76.37,22047.00,44953.00,97076.00,728,1
336,Wilder Chen,28,65,1991,5,Male,35 Sixth Boulevard,3173,Fort Wayne,IN,46807,41.07,-85.13,17264.00,35199.00,68569.00,739,2
337,Rivka Bailey,28,59,1991,3,Female,8128 Hillside Avenue,,Cicero,IL,60804,41.84,-87.75,13891.00,28324.00,62363.00,695,2
338,Lee Turner,38,72,1981,9,Male,9541 Ocean View Drive,,Lewistown,PA,17044,40.59,-77.57,16375.00,33387.00,69066.00,526,3
339,Lincoln Carter,24,67,1995,9,Male,9614 Ocean View Drive,,Dunlap,TN,37327,35.37,-85.38,15209.00,31006.00,71031.00,681,2
340,Alfonso Lee,29,60,1990,4,Male,8016 Norfolk Drive,,Cherry Point,NC,28533,34.92,-76.89,16006.00,32636.00,42290.00,782,1
341,Markus Nguyen,58,65,1961,7,Male,16 Eighth Lane,,Dallas,TX,75253,32.79,-96.76,12693.00,25883.00,44404.00,706,4
342,Willow Cook,26,60,1993,12,Female,15 Valley Stream Drive,,Tecate,CA,91980,32.59,-116.58,9352.00,19069.00,23153.00,658,1
343,Leighton Jenkins,59,66,1960,12,Female,584 Bayview Street,,Phoenix,AZ,85032,33.62,-112,22070.00,44992.00,53368.00,785,3
344,Cristiano Walker,58,72,1961,8,Male,967 Norfolk Avenue,,Melbourne,FL,32901,28.08,-80.6,15840.00,32295.00,72357.00,698,4
345,Aubrielle Macron,57,66,1962,5,Female,186 First Drive,,Hopewell Junction,NY,12533,41.58,-73.8,33919.00,69159.00,135111.00,786,3
346,Chana Myers,42,59,1977,12,Female,9864 Fifth Lane,,Idlewild,MI,49642,43.88,-85.8,6201.00,12643.00,19299.00,645,1
347,Leanna Bailey,34,65,1985,9,Female,862 11th Drive,,Walnut Creek,CA,94596,37.89,-122.03,42685.00,87030.00,161964.00,727,3
348,Lorelai Ward,82,66,1937,6,Female,7236 South Boulevard,,Chicago,IL,60616,41.83,-87.68,25365.00,41793.00,1141.00,730,5
349,Jace Moore,39,71,1981,2,Male,5944 Grant Avenue,,Tuscaloosa,AL,35405,33.23,-87.54,20553.00,41907.00,87163.00,728,4
350,Orion Sullivan,48,61,1971,11,Male,70 Second Drive,,Pittsfield,NH,3263,43.3,-71.33,19781.00,40336.00,144284.00,668,4
351,Cassidy Anwar,19,62,2000,11,Female,5378 Lafayette Avenue,,Columbus,OH,43219,39.98,-82.98,15539.00,31683.00,46987.00,817,4
352,Daisy Flores,57,67,1962,6,Female,839 East Avenue,,Las Vegas,NV,89142,36.14,-115.03,19377.00,39508.00,18870.00,770,4
353,Maximiliano King,42,67,1978,2,Male,209 George Avenue,,Denmark,SC,29042,33.31,-81.13,12189.00,24859.00,43986.00,683,2
354,Leandro Cooper,42,67,1977,6,Male,583 El Camino Boulevard,,Marshfield,MA,2050,42.09,-70.7,34059.00,69440.00,129944.00,743,3
355,Barrett Barnes,25,70,1995,1,Male,9892 George Drive,,Laredo,TX,78046,27.53,-99.48,10626.00,21666.00,38058.00,610,2
356,Kiana Hill,30,66,1989,10,Female,781 Federal Street,2,North Chili,NY,14514,43.11,-77.8,22855.00,46599.00,12700.00,684,4
357,Kai Martinez,22,71,1997,6,Male,3132 Lake Avenue,,Carmichael,CA,95608,38.62,-121.32,24781.00,50525.00,118160.00,701,2
358,Evie Fernandez,60,68,1959,9,Female,29 12th Avenue,,Byron,IL,61010,42.12,-89.25,25698.00,52397.00,72810.00,729,3
359,Dilan Anwar,53,63,1966,8,Male,415 Lafayette Drive,10,Avilla,IN,46710,41.36,-85.23,19236.00,39222.00,66559.00,583,3
360,Hayes Rivera,73,60,1946,7,Male,833 Elm Lane,,Houston,TX,77012,29.76,-95.38,12434.00,18015.00,10463.00,645,2
361,Maleah Williams,65,64,1954,3,Female,8437 Sixth Street,,Traverse City,MI,49684,44.75,-85.6,20035.00,42102.00,9645.00,672,3
362,Hendrix Myers,36,66,1983,10,Male,547 Norfolk Boulevard,,Ainsworth,IA,52201,41.29,-91.55,18302.00,37316.00,37515.00,726,2
363,Jazlynn Perez,18,67,2001,6,Female,255 Bayview Street,,Bakersfield,CA,93313,35.15,-119.06,20460.00,41717.00,27174.00,718,5
364,Devin Hughes,75,71,1944,8,Male,5934 Essex Boulevard,,Lexington,KY,40508,38.04,-84.45,14920.00,20797.00,10127.00,777,1
